TestId,Date,Time,Code,Position,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
DsqjiafWjXDtcNyUULmL,2/13/2024,15:27:50,BASEB13,NA,Countermovement Jump,,,903.994,0.3324,235.3262,-0.2127,19295.9184,-13194.2746,2806,310.4003,2242.4796,248.0635,2806,310.4003,2182.3587,241.413,2814,311.2853,0.252,47.191,0.098,18.3521,0.184,34.4569,0.529,0.534,130.2056,236.6051,621.737,366.8107,1.8172,-0.8717,-1.4174,1.6357,2.5537,2.6475,-1732.6281,-18.8022,-2648.9618,-28.7461,3117.843,33.8343,53.3711,4918.1611,1.0691,1418,1388,7.7524,1208.1633,1034.3163,0.7818,1418,1396,-0.8477,1081.9293,1100.4293,-28.9265,6857.1429,12438.7755,14.6558,-1.6749,N/A,-28234.513,9230,1223.7043,1021.0245,-4.2037,4421,4809,-6.6739,571.0175,652.6868,N/A,0.9906,0.6225,218.797,2.3744,1.413,402.94,4.3726,2.5676
fB3gcaVSeVAR4OeUTOZf,2/8/2024,15:24:16,BASEB13,NA,Countermovement Jump,,,903.599,0.3104,227.3192,-0.2059,17941.1765,-13321.4776,2743,303.5639,2151.9902,238.1577,2743,303.5639,2117.5668,234.3481,2742,303.4532,0.252,46.5804,0.102,18.854,0.187,34.5656,0.508,0.541,126.3904,228.366,615.8965,354.7564,1.8068,-0.8562,-1.3743,1.5724,2.4679,2.562,-1626.4553,-17.6578,-2300.9779,-24.9808,2926.6231,31.7731,51.457,4739.7034,1.2031,1388,1355,4.0979,1120.0882,1031.902,1.24,1388,1354,-0.8523,1049.7594,1067.8075,-15.082,7617.6471,10323.5294,8.0261,-1.685,N/A,-24658.7881,7639,1219.7556,845.3971,0.1178,3824,3815,8.2152,659.9806,559.775,N/A,0.939,0.5738,218.5575,2.3728,1.3722,397.339,4.3137,2.4793
zuia80cgwncYgtjUU3Uz,2/8/2024,15:24:09,BASEB13,NA,Countermovement Jump,,,903.014,0.3201,230.6833,-0.209,16981.3084,-13035.6882,2725,301.7672,2088.1215,231.2391,2725,301.7672,2129.4787,235.819,2733,302.6531,0.253,46.1679,0.107,19.5255,0.188,34.3066,0.512,0.548,125.861,231.9194,624.1695,357.7804,1.8427,-0.8583,-1.3716,1.5949,2.5061,2.6004,-1584.2597,-17.2108,-2140.3724,-23.2522,2983.599,32.4127,52.2974,4813.9959,4.7339,1427,1298,8.2608,1130.3084,957.8131,4.1347,1423,1310,0.4276,1069.2926,1060.1862,-13.5938,7336.4486,9644.8598,15.4108,0.8715,N/A,-38060.6679,8636,1181.2031,956.3528,7.8972,4659,3977,16.2748,686.7209,494.4822,N/A,0.9343,0.5841,222.4835,2.417,1.3673,401.686,4.3638,2.5195
yB9UWvdKAAbEz2X5p5EX,2/8/2024,15:24:02,BASEB13,NA,Countermovement Jump,,,902.49,0.3289,233.7092,-0.2079,19319.5876,-13376.9222,2781,308.1475,2135.5464,236.6283,2781,308.1475,2152.4866,238.5053,2793,309.4771,0.271,48.8288,0.097,17.4775,0.187,33.6937,0.516,0.555,118.6545,235.1234,610.085,353.7778,1.9816,-0.816,-1.2957,1.6362,2.5404,2.6396,-1532.6135,-16.6594,-2162.2704,-23.5037,3070.1661,33.3725,53.0866,4883.8037,1.9058,1417,1364,6.5132,1137.3196,998.2268,1.6112,1419,1374,-1.0308,1065.1497,1087.3369,-9.285,8762.8866,10556.701,12.3563,-2.0254,N/A,-40181.7185,8084,1174.7665,895.744,-8.7828,3687,4397,-16.0259,493.25,681.5165,N/A,0.9297,0.5927,206.196,2.2413,1.2898,403.889,4.3902,2.5558
YXDj89mwiPMYrmxBKzu1,2/6/2024,15:23:19,BASEB13,NA,Countermovement Jump,,,899.193,0.342,237.451,-0.2211,19090.9091,-12733.8988,2815,313.0585,2249.202,250.1356,2816,313.1697,2116.3436,235.3603,2814,312.9473,0.267,47.5936,0.099,17.6471,0.195,34.7594,0.542,0.561,132.6599,238.7369,635.7595,371.3968,1.7996,-0.8884,-1.452,1.6733,2.5905,2.6953,-1775.0121,-19.365,-2421.7058,-26.4203,3087.7305,33.6865,53.4191,4896.4447,-1.7756,1383,1433,2.8387,1156.5253,1092.6768,-1.4215,1387,1427,-1.1425,1046.0821,1070.2615,-6.2434,8949.4949,10141.4141,5.5729,-2.2647,N/A,-28437.6144,8674,1205.4604,964.6427,3.5508,4491,4183,-25.8044,447.1992,758.2612,N/A,0.9661,0.6097,221.68,2.4185,1.4473,414.0795,4.5175,2.6046
w1Gxf7dVU8VG15nZh4aP,2/6/2024,15:23:12,BASEB13,NA,Countermovement Jump,,,894.186,0.3429,236.4239,-0.2071,17553.3981,-13154.8994,2725,304.7464,2061.2621,230.5183,2723,304.5228,2132.2135,238.453,2731,305.4174,0.245,45.3704,0.103,19.0741,0.192,35.5556,0.527,0.54,119.2738,239.0433,622.102,358.3171,2.0042,-0.845,-1.3279,1.6564,2.5938,2.6935,-1535.8937,-16.8501,-2094.3767,-22.9771,3084.0112,33.8343,54.1688,4937.5085,7.2347,1460,1263,15.0243,1185.4757,875.7864,6.3347,1452,1279,0.9666,1076.4115,1055.8021,-6.8584,8174.7573,9378.6408,26.2505,1.9519,N/A,0,9790,931.7623,1094.8505,-0.4699,4872,4918,-30.1822,325.2679,606.4944,N/A,0.9759,0.635,211.375,2.319,1.3085,410.727,4.506,2.6225
TDcyOI6ymPTPaInZYHF8,2/6/2024,15:23:06,BASEB13,NA,Countermovement Jump,,,899.358,0.325,231.4981,-0.1726,22941.1765,-16380.9571,2828,314.4465,2262.3882,251.5559,2828,314.4465,2278.7798,253.3785,2887,321.0068,0.247,49.4,0.085,17,0.168,33.6,0.517,0.5,114.8641,233.1394,575.541,348.0034,2.0297,-0.7586,-1.2617,1.6114,2.5251,2.619,-1540.5705,-16.8042,-2275.4922,-24.8206,3195.6521,34.8575,57.13,5237.5453,3.1117,1458,1370,8.9635,1232.5882,1029.8,1.5587,1466,1421,-0.4198,1134.6071,1144.1726,-16.3077,9600,13341.1765,16.6708,-0.8085,N/A,-34096.1879,8011,1195.6189,890.7465,-9.6492,3619,4392,-18.4617,487.4437,708.1752,N/A,1.034,0.65,191.3095,2.0868,1.2529,384.2315,4.1911,2.543
8u9a3SjvOE6CDZ1OiZmE,2/1/2024,15:31:42,BASEB13,NA,Countermovement Jump,,,900.111,0.3202,229.97,-0.1959,20312.5,-14609.5205,2862,317.9608,2198.0104,244.1933,2862,317.9608,2123.9149,235.9614,2874,319.294,0.259,47.698,0.096,17.6796,0.188,34.6225,0.518,0.543,123.5823,231.4931,610.707,355.0755,1.8732,-0.8434,-1.3542,1.6673,2.5064,2.6302,-1635.6011,-17.8259,-2186.0264,-23.8247,3039.5647,33.1272,52.5331,4820.1421,-0.0699,1430,1432,0.8478,1108.3229,1089.6875,0.2088,1440,1434,2.3602,1087.0213,1036.8936,-0.5128,10104.1667,10208.3333,1.6857,4.576,N/A,-63809.5046,6690,1176.9147,743.2417,-6.7564,3119,3571,15.0951,677.2856,499.6291,N/A,0.954,0.5896,209.993,2.2886,1.3469,400.714,4.3672,2.523
DfCDvPYA2Hydaf2tHQi1,2/1/2024,15:31:34,BASEB13,NA,Countermovement Jump,,,901.22,0.3379,236.5421,-0.2026,18480.3922,-13825.7013,2801,310.8009,2084.1765,231.2617,2801,310.8009,2174.7634,241.3133,2823,313.242,0.256,47.0588,0.102,18.75,0.186,34.1912,0.527,0.544,119.7031,238.2626,617.517,357.9656,1.9904,-0.8371,-1.3122,1.6533,2.5748,2.6667,-1529.851,-16.6528,-2116.0585,-23.0338,3133.3593,34.1074,53.6547,4929.1239,2.8204,1440,1361,9.3976,1140.0196,944.1569,2.4442,1446,1377,0.2205,1089.7796,1084.9839,-15.0133,7852.9412,10627.451,17.3665,0.457,N/A,-82296.2992,11118,1102.5668,1233.661,-7.7712,5127,5991,1.8914,561.7103,540.8564,N/A,0.9688,0.6211,211.6275,2.3036,1.303,405.8895,4.4182,2.5935
7QT5TUduwEN7hD5hGnvm,1/30/2024,15:24:11,BASEB13,NA,Countermovement Jump,,,904.341,0.3397,237.9952,-0.2073,16027.7778,-12725.6674,2638,291.7041,2015.463,222.8654,2638,291.7041,2151.7487,237.9355,2706,299.2234,0.259,46.4158,0.108,19.3548,0.191,34.2294,0.536,0.558,119.1217,239.5604,629.08,358.682,2.0111,-0.816,-1.2997,1.6463,2.5817,2.6862,-1458.8294,-15.8249,-2016.232,-21.8714,3103.387,33.6645,54.8292,5054.4655,6.0652,1399,1239,13.8733,1147.537,867.9259,4.878,1419,1287,1.1076,1087.7906,1063.9581,-13.807,6907.4074,9120.3704,24.5435,2.2227,N/A,-36991.0503,10495,1216.155,1160.5136,0.8671,5293,5202,-26.6556,445.9907,770.1642,N/A,0.9606,0.6088,216.7905,2.3517,1.2922,412.2895,4.4724,2.5987
751DkRuI4fiJtiR3ZpP3,1/30/2024,15:24:03,BASEB13,NA,Countermovement Jump,,,905.459,0.3365,237.1427,-0.2012,18535.3535,-13639.8396,2744,303.0507,2116.0707,233.7014,2741,302.7194,2198.9891,242.8591,2795,308.6832,0.258,47.6895,0.099,18.2994,0.184,34.0111,0.528,0.541,118.9171,239.359,614.521,358.2761,2.0128,-0.8095,-1.3031,1.6398,2.5693,2.6671,-1524.4821,-16.5167,-2227.4116,-24.1324,3146.5967,34.0911,55.0773,5083.6113,3.9767,1425,1316,15.4026,1221,895.0707,2.6118,1434,1361,0.1285,1100.9076,1098.0815,-25.3406,6919.1919,11616.1616,26.9577,0.2802,850,-37650.1094,8147,1187.0529,899.7646,-10.912,3629,4518,21.1235,718.9,468.1529,34.8872,0.976,0.6219,208.5575,2.2596,1.2884,405.9635,4.3983,2.5933
ebvEeaLSHMaZEvq0T7y3,1/25/2024,15:28:16,BASEB13,NA,Countermovement Jump,,,912.089,0.3492,243.3478,-0.2164,18689.3204,-13225.8407,2862,313.7852,2177.4563,238.7329,2862,313.7852,2167.5876,237.6509,2868,314.443,0.277,48.2578,0.103,17.9443,0.194,33.7979,0.535,0.574,129.3353,244.9822,645.208,374.3176,1.8942,-0.8812,-1.3992,1.7019,2.6173,2.7258,-1687.5545,-18.1505,-2274.2373,-24.4606,3199.9019,34.4166,54.475,5064.838,3.0049,1474,1388,7.8162,1173.8252,1003.6311,2.9986,1477,1391,1.3469,1098.3918,1069.1959,-4.1039,8961.165,9728.1553,14.5873,2.6619,N/A,-0.9329,8091,576.64,887.0845,0.6798,4073,4018,44.9713,417.9812,158.6588,N/A,0.9321,0.6083,223.2805,2.4015,1.3911,421.9275,4.5381,2.6349
zkoABLJlEyYMeZ8s7IO0,1/25/2024,15:28:09,BASEB13,NA,Countermovement Jump,,,916.968,0.333,238.9202,-0.194,21408.6022,-15069.8328,2923,318.7679,2137.9462,233.1539,2919,318.3317,2265.3596,247.0489,2971,324.0026,0.279,50.7273,0.093,16.9091,0.178,32.3636,0.524,0.55,112.5435,241.4607,602.5025,354.0042,2.1455,-0.7902,-1.2216,1.6612,2.556,2.6607,-1474.5482,-15.7752,-2056.0677,-21.9964,3245.1995,34.7181,55.6342,5200.2849,3.6656,1513,1406,11.018,1186.7527,951.1935,2.861,1528,1443,-0.314,1129.1236,1136.236,-6.9814,9956.9892,11451.6129,19.9937,-0.6026,N/A,-5141.5979,9492,1077.578,1035.1506,-0.2107,4736,4756,14.6419,617.678,459.9,N/A,0.9527,0.6054,197.8215,2.1164,1.204,404.681,4.3294,2.5832
vMew5VrOGkXTbJ2VeZb2,1/23/2024,15:25:54,BASEB13,NA,Countermovement Jump,,,904.85,0.3359,236.7951,-0.2057,20913.0435,-13742.8375,2827,312.4275,2246.4348,248.266,2826,312.317,2175.4278,240.4186,2835,313.3116,0.27,49.1803,0.092,16.7577,0.187,34.0619,0.52,0.549,122.4483,238.994,613.8955,361.4423,1.9518,-0.8284,-1.342,1.6481,2.5672,2.6621,-1652.3574,-17.9142,-2371.2496,-25.7081,3122.8526,33.8566,53.4958,4934.3156,0.8493,1425,1401,0.3581,1127.2391,1119.1957,1.3051,1436,1399,0.3857,1091.9091,1083.5187,-8.7318,9543.4783,11369.5652,0.7965,0.7702,N/A,-40954.9552,7912,1095.5821,874.3991,1.365,4010,3902,-15.2812,464.0821,631.5,N/A,0.9472,0.6119,205.6945,2.2301,1.3275,408.201,4.4255,2.5911
WDWYYCpDQSK3q6oQlAGV,1/23/2024,15:25:46,BASEB13,NA,Countermovement Jump,,,902.327,0.3269,232.9406,-0.1891,17891.0891,-14281.7306,2700,299.2263,1975.6931,218.9553,2700,299.2263,2190,242.7058,2780,308.0923,0.287,50.4394,0.101,17.7504,0.181,31.8102,0.508,0.569,107.4945,234.4063,596.357,341.9008,2.1806,-0.7513,-1.1752,1.6225,2.5325,2.6343,-1306.7802,-14.2072,-1797.6715,-19.5441,3099.8583,33.7013,54.7245,5033.5816,11.4074,1504,1196,20.1473,1186.8713,788.8218,8.2734,1505,1275,3.9042,1137.7514,1052.2486,-3.3758,8643.5644,9247.5248,33.6854,7.5576,N/A,-66808.814,7494,1157.5,830.5193,0.9341,3782,3712,12.2604,649.7073,507.7927,N/A,0.8928,0.5745,198.6295,2.1595,1.1687,397.7275,4.324,2.5484
s99ESoGAL5fekazBshwc,1/18/2024,15:24:05,BASEB13,NA,Countermovement Jump,,,908.979,0.3203,232.2677,-0.1958,17500,-13794.6418,2701,297.1466,2045.6863,225.0532,2701,297.1466,2166.5351,238.3482,2754,302.9773,0.256,47.1455,0.102,18.7845,0.185,34.07,0.509,0.543,115.0391,233.9809,609.897,349.02,2.0339,-0.7897,-1.2506,1.5997,2.5067,2.605,-1428.1955,-15.4136,-2011.0195,-21.7036,3033.7039,32.7407,53.3195,4940.4987,6.331,1436,1265,16.0922,1187.4412,858.2451,4.7204,1442,1312,2.0286,1105.2432,1061.2919,-10.4762,7833.3333,9666.6667,27.892,3.9976,760,-64256.5244,8484,1213.8447,933.3549,-4.479,4052,4432,18.1563,717.1171,496.7276,30.74,0.9374,0.5898,207.755,2.2422,1.2415,402.142,4.34,2.5252
xrhxxtkdPT7VAyVW2Mvm,1/16/2024,15:21:38,BASEB13,NA,Countermovement Jump,,,906.295,0.3259,233.604,-0.1988,18525.2525,-13763.3359,2736,301.8885,2102.6465,232.0046,2732,301.4471,2160.1497,238.3495,2772,305.8607,0.283,49.7364,0.099,17.3989,0.187,32.8647,0.508,0.569,117.5038,235.8148,612.519,353.3186,2.0069,-0.8067,-1.2867,1.616,2.5286,2.621,-1503.4795,-16.2741,-2132.7114,-23.0851,3049.8809,33.0128,52.8159,4879.3843,5.0512,1435,1297,10.3612,1160.2525,942.3939,3.9683,1441,1331,1.0977,1091.9305,1068.2193,-7.7426,8545.4545,9979.798,18.9113,2.1972,N/A,-50423.774,7891,1096.2399,870.6878,-4.8536,3754,4137,7.4526,588.969,507.2709,N/A,0.8928,0.5727,207.227,2.2431,1.2719,405.292,4.387,2.5525
a8hZlnL9N2X3aD2S1HyY,1/16/2024,15:21:31,BASEB13,NA,Countermovement Jump,,,906.536,0.3011,224.6118,-0.1735,19239.1304,-15341.7265,2662,293.6453,2106.9891,232.422,2662,293.6453,2210.7151,243.864,2805,309.4196,0.239,47.5149,0.092,18.2903,0.172,34.1948,0.491,0.503,109.5427,225.6343,574.5025,335.177,2.0598,-0.7154,-1.1872,1.5569,2.4306,2.5265,-1356.3122,-14.6772,-2094.1959,-22.6622,3004.6778,32.5149,53.2073,4916.8513,8.1893,1440,1222,18.8415,1251.9891,855,3.6007,1453,1352,-0.026,1105.0698,1105.6453,-22.5989,7445.6522,11793.4783,31.9742,0.0123,N/A,-46915.1552,6666,1103.0296,735.3266,-24.1524,2528,4138,-16.8421,458.6281,644.4014,N/A,0.9761,0.5986,192.944,2.0879,1.1854,381.5585,4.129,2.4417
pME97EVBTbyvoMPBWMLY,1/15/2024,15:27:57,BASEB13,NA,Countermovement Jump,,,904.118,0.3277,233.7077,-0.1874,22772.7273,-15609.85,2925,323.5197,2243.1818,248.1072,2924,323.4091,2224.4719,246.0378,2925,323.5197,0.262,49.6212,0.088,16.6667,0.178,33.7121,0.516,0.528,116.8131,236.463,593.7715,353.2761,2.0243,-0.811,-1.288,1.6281,2.5358,2.6269,-1602.0027,-17.3823,-2237.7281,-24.2801,3142.9968,34.1026,54.4418,5017.5123,5.472,1542,1382,9.689,1230.2614,1012.9205,5.2991,1540,1385,1.8421,1132.7247,1091.7472,-5.3892,10772.7273,12000,17.7997,3.6363,790,-44661.6188,9450,1182.5228,1045.2175,-4.0423,4534,4916,-4.3373,565.6165,616.9063,-8.3266,0.9773,0.6207,196.3755,2.1307,1.2675,397.396,4.3119,2.5657
gbbkhDwSBSIwUrWjXCHt,1/15/2024,15:27:49,BASEB13,NA,Countermovement Jump,,,904.219,0.3226,231.9021,-0.1743,24464.2857,-16989.7117,2962,327.5755,2263.1786,250.291,2962,327.5755,2301.7229,254.5537,2988,330.4509,0.27,51.9231,0.084,16.1538,0.166,31.9231,0.509,0.52,113.0961,233.4446,572.5955,346.5408,2.0641,-0.7587,-1.2346,1.6207,2.5159,2.6014,-1522.2752,-16.5154,-2070.6795,-22.4651,3229.5553,35.0379,55.7297,5136.7841,4.2539,1544,1418,6.236,1202.1548,1061.0238,3.079,1540,1448,0.8213,1160.3133,1141.4096,-6.6667,11416.6667,13047.619,11.8769,1.6492,N/A,-47643.7537,7795,1093.9703,862.0699,-15.4586,3295,4500,4.4248,571.1881,522.7822,N/A,0.9788,0.6204,189.0505,2.051,1.227,383.545,4.1611,2.5327
7PU3tG8OsW7hPDIxVVMd,5/22/2024,9:55:14,BASEB14,NA,Countermovement Jump,,,763.559,0.3841,213.6661,-0.2199,7349.3151,-8386.4688,1844,241.5007,1383.1027,181.1389,1838,240.7149,1852.4619,242.6089,2212,289.696,0.225,39.6127,0.146,25.7042,0.197,34.6831,N/A,0.568,89.9104,215.4179,567.229,305.3283,2.3959,-0.7312,-1.1682,1.6321,2.7451,2.8421,-922.1009,-11.8469,-1309.0559,-16.8184,2740.1045,35.2041,63.2655,4924.2533,5.9848,974,864,3.9058,718.5616,664.5411,3.3454,1143,1069,2.0779,945.4772,906.9848,13.8863,4184.9315,3164.3836,7.4702,4.117,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.6762,201.39,2.5874,1.1551,365.839,4.7002,2.7676
2n25072fKeseoaejcxVu,5/15/2024,9:57:57,BASEB14,NA,Countermovement Jump,,,754.857,0.4243,222.0084,-0.2887,7716.2162,-6571.5192,1897,251.3059,1447.7365,191.7895,1893,250.776,1743.2844,230.9423,1977,261.9039,0.32,46.176,0.148,21.3564,0.225,32.4675,0.59,0.693,101.9687,223.3222,606.8525,325.2908,2.1901,-0.8388,-1.333,1.689,2.8852,2.9623,-1095.0604,-14.2312,-1504.925,-19.5578,2703.1118,35.1292,60.9974,4693.6087,0.7924,954,939,3.9927,752.7703,694.9662,2.782,1016,961,2.5319,893.7111,849.5733,-1.5762,3797.2973,3918.9189,7.7044,4.938,N/A,-12347.975,4576,1040.897,606.2075,28.715,2945,1631,41.8525,738.269,302.6281,N/A,0.8514,0.6122,213.6875,2.777,1.3252,393.165,5.1095,2.9023
cwB6styGGb883RijleyV,5/13/2024,13:12:23,BASEB14,NA,Countermovement Jump,,,748.745,0.4349,222.9478,-0.2927,7422.0779,-6497.1659,1902,254.0251,1434.1169,191.5361,1898,253.4908,1712.5991,228.7293,1941,259.2338,0.268,40.9786,0.154,23.5474,0.232,35.474,0.596,0.654,104.9678,224.5457,618.529,329.5134,2.1392,-0.8781,-1.3867,1.7125,2.921,3.0018,-1134.0013,-14.8576,-1483.894,-19.4419,2690.3884,35.2493,61.508,4694.5795,1.1591,960,938,2.9422,738.1558,695.961,2.3184,993,948,1.4781,868.9569,843.6422,-11.636,3279.2208,4142.8571,5.7861,2.9355,N/A,-15464.0558,5292,1199.2469,706.7827,11.9803,2963,2329,11.8911,670.9253,528.3216,N/A,0.9113,0.665,220.2745,2.886,1.3753,398.2545,5.2179,2.942
gUz71RkfwOUiNH46kEJF,5/13/2024,13:12:14,BASEB14,NA,Countermovement Jump,,,749.336,0.3986,213.615,-0.2769,5279.7619,-5904.4235,1635,218.1932,1266.9226,169.0727,1635,218.1932,1674.29,223.4365,1974,263.4332,0.463,53.7123,0.168,19.4896,0.231,26.7981,0.567,0.862,86.5091,214.4649,599.959,300.9739,2.4791,-0.7339,-1.1342,1.5856,2.7966,2.8865,-842.417,-11.0286,-1179.3227,-15.4392,2485.6587,32.5412,61.044,4662.8369,-0.1835,816,819,-2.4492,617.9464,648.9762,3.7487,1024,950,5.0923,879.7749,794.5152,2.1421,2696.4286,2583.3333,-4.7997,9.6634,N/A,-24080.3747,5006,1143.4825,668.0581,13.5038,2841,2165,33.1225,761.116,382.3665,N/A,0.6578,0.4624,212.3975,2.7806,1.1325,387.5615,5.0738,2.8077
LQojjv69jpRzQcx4Gxv3,5/8/2024,15:28:08,BASEB14,NA,Countermovement Jump,,,753.918,0.4175,219.9476,-0.238,7753.2468,-8197.9987,1951,258.7815,1321.5325,175.2886,1941,257.4551,1867.0606,247.6477,2211,293.268,0.287,44.9139,0.154,24.1002,0.198,30.9859,0.593,0.639,86.8086,221.3572,573.545,308.1659,2.5499,-0.7543,-1.1385,1.7142,2.862,2.9436,-892.0812,-11.6078,-1114.6596,-14.504,2887.4132,37.5711,64.4107,4950.0922,-8.5008,888,1053,-8.9497,601.6299,719.9026,-0.3166,1102,1109,0.1342,934.7828,932.2778,-14.9079,3298.7013,4454.5455,-16.4,0.2415,700,-12151.1041,5440,1077.7471,721.5639,5.6618,2874,2566,12.3982,605.6843,472.0629,22.054,0.928,0.6533,202.912,2.6403,1.1296,370.633,4.8227,2.8803
iQgxLY1xc7Et4Uymfp1j,5/8/2024,15:28:00,BASEB14,NA,Countermovement Jump,,,755.911,0.3957,214.6912,-0.2356,6136.646,-7429.3426,1750,231.5087,1265.6149,167.4291,1743,230.5827,1831.84,242.3354,2201,291.1718,0.325,47.3761,0.161,23.4694,0.2,29.1545,0.569,0.686,81.5653,216.0358,570.485,297.6011,2.6486,-0.702,-1.0666,1.6173,2.7862,2.8735,-802.9133,-10.42,-1116.8838,-14.4946,2723.0601,35.3391,65.1968,5023.748,-7.5158,806,937,-3.0545,613.4783,652.1366,2.4989,1128,1073,-0.4051,912.21,919.63,-15.3846,2596.2733,3540.3727,-5.8688,-0.8185,680,-16849.1647,5292,1070.2162,700.0824,18.5941,3138,2154,11.4657,596.4618,473.7544,20.5814,0.8294,0.5768,203.267,2.6379,1.0585,367.218,4.7657,2.8037
lyhKFykQqnGIGgR2AE21,5/3/2024,13:56:12,BASEB14,NA,Countermovement Jump,,,760.04,0.4467,229.3687,-0.3042,8206.8966,-6417.0783,1952,256.8286,1498.069,197.104,1953,256.9602,1724.063,226.8385,1955,257.2233,0.314,45.0502,0.145,20.8034,0.238,34.1463,0.604,0.697,106.4147,230.385,627.895,336.7997,2.165,-0.8893,-1.3774,1.7083,2.9605,3.0305,-1182.723,-15.2657,-1650.653,-21.3053,2729.5042,35.2303,63.1155,4889.9397,-1.4849,962,991,-6.6384,699.3103,798.7586,-0.7673,970,985,2.5065,883.6387,840.4244,5.7143,4337.931,3868.9655,-12.5074,4.8839,N/A,-13088.2567,4043,1124.8935,531.9457,29.6562,2621,1422,27.4219,716.6806,408.2129,N/A,0.8666,0.6409,216.6205,2.796,1.3735,411.2745,5.3084,2.9736
2wEb1royApNS95qrjtDC,5/3/2024,13:56:03,BASEB14,NA,Countermovement Jump,,,759.973,0.4212,222.7095,-0.2465,5906.25,-6937.8823,1710,225.008,1284.0313,168.9575,1708,224.7448,1823.0762,239.887,2168,285.2733,0.406,52.3196,0.16,20.6186,0.21,27.0619,0.586,0.776,83.3718,224.0857,588.6475,307.4575,2.6878,-0.7131,-1.0846,1.6217,2.8748,2.9575,-826.711,-10.6715,-1077.1533,-13.9043,2761.9026,35.6516,66.1941,5128.0075,-2.459,833,875,0.0638,642.425,641.6063,2.4908,1111,1057,-0.2027,909.6905,913.3857,-10.0529,2656.25,3250,0.173,-0.3819,N/A,-15880.6652,5739,1072.6924,755.1584,9.5313,3143,2596,1.3233,543.4438,529.2486,N/A,0.7552,0.5428,204.9675,2.6458,1.0762,383.68,4.9527,2.8926
5qd3Ac4Za47bTNSGNLbd,5/1/2024,11:58:49,BASEB14,NA,Countermovement Jump,,,758.092,0.3769,210.1495,-0.2326,8586.9565,-8341.5792,1940,255.9056,1388.4783,183.1543,1940,255.9056,1842.2732,243.0145,2256,297.5892,0.297,47.2178,0.138,21.9396,0.194,30.8426,0.558,0.629,86.3943,211.2887,549.3695,297.683,2.4456,-0.7357,-1.1233,1.6847,2.7194,2.855,-910.9944,-11.7886,-1191.2935,-15.4158,2755.2529,35.654,64.6928,4999.295,-0.8247,962,978,0.4968,697.6884,690.7899,5.3191,1188,1068,2.6606,945.6443,896.6289,-7.3418,3978.2609,4608.6957,1.0354,5.1706,N/A,-24057.5472,5221,1060.9741,688.7027,13.2733,2957,2264,6.3772,564.3175,496.6566,N/A,0.8871,0.5992,191.011,2.4718,1.118,358.3585,4.6373,2.7342
0jO8uvlxB7aZXYaMHSzU,5/1/2024,11:58:39,BASEB14,NA,Countermovement Jump,,,758.322,0.3914,214.1987,-0.2469,8405.7971,-7781.3435,1921,253.3225,1466.029,193.3254,1916,252.6631,1795.5266,236.7763,2124,280.0921,0.37,51.7483,0.138,19.3007,0.207,28.951,0.556,0.715,97.0746,215.6423,574.338,312.7169,2.2214,-0.7892,-1.2652,1.6732,2.771,2.8727,-1046.7353,-13.541,-1440.3708,-18.6333,2707.4525,35.0248,61.9833,4791.3663,4.071,997,919,6.9002,783.5942,682.4348,4.3315,1108,1016,3.2071,926.5556,868.971,-7.2414,3898.5507,4507.2464,12.9796,6.243,N/A,-12095.7702,4236,1067.9838,558.6018,37.9603,2922,1314,-15.2492,452.5626,615.4212,N/A,0.7776,0.5473,201.723,2.6096,1.2558,372.615,4.8203,2.7896
